,RespondentKey,AgeRecode,IncomeRecode,HispanicRecode,RaceRecoder1,StudyTicketId,Gender,nweight
299,AKQ7471012870GVW1AE7,4.0,3.0,2.0,1.0,536409,2.0,0.954948445
300,IGDO471025293W1GF6T8,4.0,3.0,2.0,0.0,536532,1.0,0.7487931040000001
301,8Z2U471016861PPI5OCQ,5.0,1.0,2.0,1.0,536494,2.0,1.065865082
302,5T81471026732IDQ8TFJ,5.0,4.0,2.0,1.0,536546,2.0,1.071896327
303,GPTE471032630C5BBIZO,4.0,1.0,2.0,1.0,536606,2.0,1.025507897
304,JUL0471041825LKLAL6L,4.0,2.0,1.0,0.0,536667,2.0,0.605050991
305,AO9T471030429B1IOB4Y,4.0,4.0,2.0,1.0,536592,2.0,1.031310779
306,7RAK471049174OWFFJ4R,1.0,2.0,1.0,1.0,536744,1.0,0.900548366
307,LNBI471027414QM2ZCIQ,5.0,2.0,2.0,1.0,536545,2.0,0.920353235
308,49YZ471056695T85GITW,4.0,4.0,2.0,1.0,536918,2.0,1.031310779
309,OZHO471096032ZAL6396,4.0,1.0,2.0,1.0,537103,2.0,1.025507897
310,8YCZ471101964F1VWXKW,6.0,2.0,2.0,1.0,537138,2.0,0.914016706
311,L2NN471118140U03J6RZ,4.0,1.0,2.0,1.0,537268,2.0,1.025507897
312,8UOA471150889VKUWUUG,2.0,3.0,2.0,1.0,537438,1.0,1.335427827
313,E2TP471153624TON4JRX,6.0,4.0,2.0,1.0,537457,2.0,1.064516441
314,416U471140428MI8HAHH,3.0,2.0,2.0,1.0,537374,2.0,0.979442941
315,IYKF471160252APCP88Z,4.0,1.0,2.0,1.0,537491,2.0,1.025507897
316,J31F471160143DF3CXYV,2.0,5.0,2.0,1.0,537486,1.0,1.16530394
317,V87Y471160204H7V4Z65,5.0,3.0,2.0,1.0,537492,1.0,1.035069523
318,ON9T471174178F1HOW0M,4.0,5.0,2.0,1.0,537576,1.0,0.869010629
319,NI3U471189878KL3R56C,4.0,3.0,2.0,0.0,537659,1.0,0.7487931040000001
320,OSL2471225248M3JT5AZ,5.0,6.0,2.0,1.0,537881,2.0,0.949580384
321,BLQB471239759N0E280F,6.0,1.0,2.0,1.0,537956,2.0,1.05852672
322,N4A1471251530TDD1ZJJ,3.0,3.0,2.0,0.0,538007,2.0,0.794187944
323,A431471256681OMQGCD3,5.0,4.0,2.0,1.0,538019,2.0,1.071896327
324,7DF1471267165RPSYT0H,3.0,4.0,2.0,1.0,538069,2.0,1.140715598
325,7ZQ9471294326HTYV8DH,6.0,3.0,2.0,1.0,538200,1.0,1.027943185
326,V5FJ471301319NTNCFJP,6.0,4.0,2.0,1.0,538259,1.0,1.110142533
327,H8UE471301765W5HFRDA,6.0,3.0,2.0,1.0,538266,1.0,1.027943185
328,OVWX471307241FW3A1NL,3.0,3.0,2.0,1.0,538303,2.0,1.056252498
329,MU2K471308813ZA4EI7G,5.0,3.0,2.0,1.0,538307,2.0,0.992528879
330,1RAE471319245T3T81SP,1.0,3.0,2.0,1.0,538368,2.0,1.024764716
331,305Q471333605GQGUNES,3.0,5.0,2.0,1.0,538472,1.0,0.961198117
332,NJZZ471336639OUPT4CQ,5.0,4.0,2.0,1.0,538491,1.0,1.117838728
333,K0IT471336423PRA102H,2.0,1.0,2.0,1.0,538497,2.0,1.375159696
334,YX2K471338261EVY9DR7,6.0,4.0,2.0,1.0,538513,2.0,1.064516441
335,LCSC471339743WICUY7P,3.0,6.0,2.0,1.0,538516,2.0,1.010546569
336,QWS1471346464YWYX68N,4.0,2.0,2.0,1.0,538566,2.0,0.8855056109999999
337,DA9G471351548BQ2TZAB,3.0,3.0,2.0,1.0,538586,2.0,1.056252498
338,UF8C471386582PFNRXAI,4.0,3.0,2.0,0.0,538813,2.0,0.718018224
339,DO7Q471382212KJCLQP2,5.0,2.0,2.0,1.0,538846,1.0,0.959800369
340,W34U471397455A3HDMPX,6.0,5.0,2.0,1.0,538876,1.0,0.8969906259999999
341,KHB2471403738RH40W6X,5.0,5.0,2.0,1.0,538916,1.0,0.90320912
342,P1MQ471394440CJWE0VG,1.0,1.0,2.0,1.0,538852,2.0,1.100482768
343,ZAWH471390461UZGCEI5,3.0,7.0,2.0,1.0,538937,2.0,1.010546569
344,NLH3471416043U5ZQIA2,2.0,2.0,2.0,1.0,539010,2.0,1.187422965
345,ZY30471428152BIK8JRS,2.0,2.0,2.0,1.0,539060,2.0,1.187422965
346,K3YN471427186L603ZA4,5.0,4.0,2.0,1.0,539047,1.0,1.117838728
347,E22P471478628MWHYQL3,4.0,3.0,2.0,1.0,539320,2.0,0.954948445
348,MUFE471486282R8MNSMS,3.0,3.0,2.0,1.0,539360,2.0,1.056252498
349,8W1F471486094VMGLHHT,2.0,5.0,2.0,0.0,539389,1.0,0.876182865
350,8XBJ471490514KO4W35G,4.0,1.0,2.0,0.0,539396,2.0,0.77107132
351,VMZ3471529620H3SVSPL,5.0,5.0,2.0,1.0,539589,2.0,0.8660878479999999
352,ZGLH471510018BUTA8X4,5.0,2.0,2.0,1.0,539495,2.0,0.920353235
353,13JK471494949WV4SOP5,6.0,2.0,2.0,1.0,539433,2.0,0.914016706
354,5S9F471551790E8I9QE2,6.0,7.0,2.0,1.0,539702,2.0,0.94304263
355,T4O2471553875VE2AGGQ,3.0,2.0,2.0,1.0,539717,1.0,1.02142271
356,G57B471563738Y0NQ1K2,4.0,3.0,2.0,1.0,539781,2.0,0.954948445
357,KV0J471561918FIC1QX3,4.0,3.0,2.0,1.0,539765,2.0,0.954948445
358,0SQ9471581616F93XQF6,2.0,3.0,2.0,1.0,539898,2.0,1.2805426640000002
359,6X5M471575402BLZIXI6,5.0,2.0,2.0,1.0,539867,1.0,0.959800369
360,7WXJ471585044RUAS3OX,5.0,1.0,2.0,0.0,539919,1.0,0.835764933
361,PX3D471593407SCTZ78E,2.0,2.0,2.0,0.0,539972,2.0,0.892813986
362,ETKD471598714Y898LPE,2.0,4.0,2.0,1.0,540007,2.0,1.382941098
363,U9U9471596268IZGDX9W,2.0,5.0,2.0,1.0,539997,2.0,1.117410751
364,75UF471628371IJFN3RJ,5.0,2.0,2.0,1.0,540230,2.0,0.920353235
365,0ENR471620127L6WDWLB,5.0,1.0,2.0,1.0,540186,2.0,1.065865082
366,4QRT471648461JYZ2KYX,3.0,4.0,2.0,1.0,540385,2.0,1.140715598
367,LS57471650771NQVSIWY,6.0,6.0,2.0,1.0,540388,2.0,0.94304263
368,L7D1471653216ITHUT0N,3.0,2.0,2.0,1.0,540412,1.0,1.02142271
369,M4JU471654527N69US3N,6.0,7.0,2.0,1.0,540432,2.0,0.94304263
370,Q1T7471675060LVFBV7Q,6.0,5.0,2.0,1.0,540572,1.0,0.8969906259999999
371,OBPE471676790U7FP39L,5.0,1.0,2.0,1.0,540667,2.0,1.065865082
372,RP6U471711823ZPTOOM2,5.0,1.0,2.0,1.0,540813,2.0,1.065865082
373,OK7X471714169XH7JOC4,5.0,3.0,2.0,1.0,540828,1.0,1.035069523
374,1BZ4471731225XI164BJ,4.0,4.0,2.0,1.0,540943,2.0,1.031310779
375,QQQJ471729359UENE5SB,3.0,1.0,2.0,1.0,540924,2.0,1.134297127
376,II27471719126TQN8GHG,5.0,2.0,1.0,0.0,540872,1.0,0.655815341
377,4BC6471739475SWKC3M4,2.0,2.0,2.0,1.0,541001,2.0,1.187422965
378,4WLP471714801PRBXBEB,3.0,2.0,2.0,1.0,540906,2.0,0.979442941
379,A6X4471732134UAHJYCN,2.0,3.0,2.0,0.0,540980,2.0,0.962829956
380,A3CX471745920WYKCOO2,5.0,5.0,2.0,1.0,541050,1.0,0.90320912
381,N7KU471709719ZWEBK98,5.0,1.0,2.0,1.0,540803,2.0,1.065865082
382,KPPG471730708LBYS06J,3.0,3.0,1.0,0.0,540942,2.0,0.721719448
383,83QP471798526BDCXBNN,6.0,3.0,2.0,1.0,541359,1.0,1.027943185
384,LEGJ471808123V9BGV9B,2.0,2.0,2.0,1.0,541416,2.0,1.187422965
385,A1VE471822199O4EA0Z7,3.0,4.0,2.0,0.0,541482,1.0,0.894456635
386,ZK53471824817LFX2WI8,6.0,2.0,2.0,1.0,541487,1.0,0.953192251
387,72MC471839401R7SF16D,5.0,6.0,2.0,1.0,541563,1.0,0.990280218
388,K0OG471843955SSDB0HG,6.0,1.0,2.0,1.0,541582,2.0,1.05852672
389,SJ32471847458K0YVCWR,4.0,6.0,2.0,1.0,541611,2.0,0.913626123
390,RZNP471846085DV9HS1H,4.0,5.0,2.0,1.0,541602,2.0,0.833294891
391,OO2U471847576XIWW6QM,4.0,1.0,2.0,1.0,541617,2.0,1.025507897
392,EAFW471854486GR43XVK,2.0,3.0,2.0,1.0,541664,2.0,1.2805426640000002
393,7K1V471884418EONPFLZ,2.0,1.0,2.0,1.0,541819,2.0,1.375159696
394,OBYV471906668EM4DM9G,2.0,2.0,2.0,1.0,541953,2.0,1.187422965
395,ALA4471913350VHHZS1S,2.0,4.0,2.0,1.0,541995,2.0,1.382941098
396,PXVS471913780G000MCD,4.0,5.0,1.0,1.0,542001,1.0,0.7897146709999999
397,UQ3D471931209MKQOOVI,2.0,6.0,2.0,0.0,542123,1.0,0.960648581
398,PZOJ471925307GXBNFLN,6.0,2.0,2.0,1.0,542082,1.0,0.953192251
399,CUDW471943913ADQWW16,5.0,6.0,2.0,1.0,542184,1.0,0.990280218
400,JO7Y471951977Z32ATGB,4.0,3.0,2.0,1.0,542247,2.0,0.954948445
401,8YLA472002347KOBF3JY,2.0,3.0,2.0,1.0,542471,2.0,1.2805426640000002
402,Q00W471993812MKN2YIJ,4.0,3.0,2.0,0.0,542435,1.0,0.7487931040000001
403,DY0B472023984F90780K,3.0,2.0,2.0,1.0,542563,2.0,0.979442941
404,LE9C472060503MH16NL2,4.0,6.0,2.0,1.0,542777,2.0,0.913626123
405,KMIT472073956Z2BGXSY,5.0,2.0,2.0,1.0,542827,2.0,0.920353235
406,INK2472092686US9KNZJ,4.0,2.0,2.0,1.0,542908,2.0,0.8855056109999999
407,O6TM472092766OCC86TM,4.0,2.0,1.0,1.0,542910,1.0,0.83919484
408,J25B472100344WM77A30,2.0,2.0,2.0,1.0,542942,2.0,1.187422965
409,OUCQ472120357PMSPCP8,4.0,2.0,2.0,1.0,543034,2.0,0.8855056109999999
410,57TH472152920YDCXJRZ,1.0,3.0,2.0,1.0,543175,2.0,1.024764716
411,1HLP472188531BV1BCWM,1.0,1.0,1.0,1.0,543384,1.0,1.042928976
412,4ZC1472208408MOAUSEE,1.0,2.0,2.0,1.0,543483,1.0,0.990973234
413,DBHH472218686IV3AJIM,5.0,1.0,2.0,1.0,543555,1.0,1.111548978
414,CPCA472512701QN4E5TX,3.0,5.0,2.0,1.0,543661,1.0,0.961198117
415,W2LB472516831IHOCZ1X,4.0,6.0,2.0,1.0,543700,2.0,0.913626123
416,YIXW472536345HZS6YMH,4.0,3.0,1.0,1.0,543795,2.0,0.867810787
417,K3O7472538017CGU6ZQ4,1.0,3.0,1.0,1.0,543811,1.0,0.971170878
418,GDNF472552572DKEX54V,1.0,1.0,1.0,1.0,543866,1.0,1.042928976
419,W0HH472566593V4ZYA9N,2.0,2.0,2.0,1.0,543932,2.0,1.187422965
420,WF4O472559752I3JYT2N,4.0,2.0,2.0,1.0,543911,2.0,0.8855056109999999
421,JQB9472571887NSZGZ3D,5.0,3.0,2.0,1.0,543960,2.0,0.992528879
422,K7VI472577625V4VIR7M,3.0,5.0,2.0,1.0,543987,1.0,0.961198117
423,JNGC472578543RSGZZG0,5.0,1.0,2.0,1.0,544001,2.0,1.065865082
424,3B5W472588704W3T4F9D,3.0,6.0,1.0,0.0,544043,1.0,0.72008433
425,IE8E472615568S3WI70W,4.0,2.0,2.0,1.0,544134,2.0,0.8855056109999999
426,LVUM472604970B5QLEAQ,3.0,6.0,2.0,0.0,544161,2.0,0.759822016
427,0C3A472641583PTFDWMX,4.0,6.0,2.0,1.0,544235,1.0,0.952784927
428,HCGF472639210HVYMHIZ,1.0,2.0,2.0,1.0,544224,2.0,0.950244917
429,DU3F472696257FQPJVKX,4.0,5.0,2.0,1.0,544446,2.0,0.833294891
430,Y9BQ472623916O0M58OC,2.0,3.0,2.0,1.0,544281,2.0,1.2805426640000002
431,JV0I472700614FTJWNIV,4.0,3.0,2.0,1.0,544471,2.0,0.954948445
432,N01Z472667725JLFJIGU,5.0,4.0,1.0,1.0,544424,2.0,0.974087344
433,G1F2472706964XUOBG0A,5.0,3.0,2.0,1.0,544490,1.0,1.035069523
434,ADI0472708454A8INYSZ,2.0,2.0,2.0,0.0,544502,2.0,0.892813986
435,HDBC472707078Q68N3BL,5.0,1.0,1.0,1.0,544495,1.0,1.010121749
436,0VL7472720413ATZZEMQ,5.0,6.0,2.0,1.0,544557,2.0,0.949580384
437,BZU1472724023HKJ1BB4,6.0,2.0,2.0,1.0,544577,2.0,0.914016706
438,7EJZ472732673WT1VK12,5.0,3.0,2.0,1.0,544637,1.0,1.035069523
439,MC2S472738229VBZ4TSM,3.0,5.0,2.0,0.0,544635,2.0,0.69301412
440,3QKA472749991SOFR1K1,2.0,2.0,2.0,1.0,544673,1.0,1.238316937
441,QF2U472092307ERSYWRK,2.0,3.0,2.0,0.0,544686,2.0,0.962829956
442,3INC472736443YNOGACS,2.0,3.0,1.0,0.0,544700,1.0,0.912475223
443,SAJK472754507UQLVABQ,5.0,3.0,2.0,1.0,544694,2.0,0.992528879
444,69UH471380087NE9GSF2,6.0,4.0,2.0,1.0,544724,2.0,1.064516441
445,XH0W472803308G62Q3K2,5.0,3.0,2.0,1.0,544842,2.0,0.992528879
446,BY3E472806935QBC695C,4.0,3.0,2.0,1.0,544854,1.0,0.995878359
447,4KN9472834982ORD346W,4.0,6.0,2.0,1.0,544946,1.0,0.952784927
448,XX55472858975CP6QSHQ,5.0,3.0,2.0,1.0,545044,2.0,0.992528879
449,B6B3472859163BKFYM19,4.0,2.0,2.0,1.0,545047,1.0,0.923459145
450,CUKZ472872464MBKQ6PO,1.0,6.0,1.0,0.0,545104,2.0,0.6699052879999999
451,UL80472858350A30WJ4K,5.0,3.0,2.0,1.0,545307,1.0,1.035069523
452,WB2M472930564R31UBOW,1.0,4.0,1.0,1.0,545352,1.0,1.048830436
453,I318472969309Q8LWGKO,6.0,2.0,2.0,1.0,545521,2.0,0.914016706
454,Z02H472951098DYIJ0CI,4.0,1.0,2.0,1.0,545424,2.0,1.025507897
455,AZV9472994237XRXW1QJ,3.0,3.0,2.0,0.0,545590,1.0,0.828227525
456,GMUD472921434Y0QIB0L,3.0,4.0,2.0,0.0,545323,2.0,0.857695084
457,ETF9473010565OY2MQ8H,5.0,2.0,2.0,1.0,545657,2.0,0.920353235
458,YT2Z473005556UT80I0H,4.0,1.0,2.0,1.0,545640,2.0,1.025507897
459,7Y2R473015413NZOXFGS,2.0,4.0,2.0,1.0,545687,2.0,1.382941098
460,UOM4473040202H1PHOMW,5.0,2.0,2.0,1.0,545767,2.0,0.920353235
461,S90B473059272EGQ8YMG,2.0,1.0,2.0,1.0,545853,1.0,1.434100226
462,KDMX473057446M3DV0TB,1.0,2.0,2.0,0.0,545846,2.0,0.714481678
463,DNCR473056538HZCO0BV,4.0,2.0,2.0,1.0,545843,2.0,0.8855056109999999
464,CWLV473091808EASWFCK,2.0,1.0,2.0,1.0,545964,2.0,1.375159696
465,06YT473164854L3TF3Z3,3.0,7.0,2.0,0.0,546279,2.0,0.759822016
466,TK5F473174276CQ8NMTO,1.0,1.0,2.0,1.0,546312,2.0,1.100482768
467,KMMN473177801U6GV00R,4.0,4.0,2.0,1.0,546324,2.0,1.031310779
468,IDEG473189723MKFQ7OZ,3.0,4.0,2.0,1.0,546369,2.0,1.140715598
469,34RU473202439LUX6PUX,2.0,3.0,2.0,0.0,546424,1.0,1.004097678
470,DBU9473212660CXJYN9U,5.0,4.0,2.0,1.0,546471,2.0,1.071896327
471,S7X0473201315GMCF93T,6.0,3.0,2.0,1.0,546412,2.0,0.985695429
472,HB5H473230498KBEY61K,5.0,4.0,2.0,1.0,546558,1.0,1.117838728
473,L59S473237143IL7PDLT,4.0,2.0,2.0,1.0,546592,2.0,0.8855056109999999
474,J061473241336XDAU058,3.0,1.0,2.0,1.0,546618,1.0,1.18291408
475,KRWM472768562WKMY7W1,5.0,4.0,2.0,1.0,546625,2.0,1.071896327
476,YC58473229207I8UV32U,3.0,1.0,2.0,0.0,546549,2.0,0.8528690870000001
477,CZ5E473272819HY8QZ82,6.0,1.0,2.0,1.0,546779,2.0,1.05852672
478,W5V2473273177OW6O2EU,5.0,1.0,2.0,1.0,546781,1.0,1.111548978
479,7DMH473307269GYHYLAZ,2.0,6.0,2.0,0.0,546988,1.0,0.960648581
480,Y1CT473306610GFSYQJ7,4.0,7.0,2.0,1.0,546987,1.0,0.952784927
481,CJPT473312252PMOWBXB,4.0,6.0,2.0,1.0,547023,2.0,0.913626123
482,7MN2473323763U4J4PGW,3.0,2.0,2.0,1.0,547135,2.0,0.979442941
483,H36B473327080CAAQ47L,5.0,1.0,2.0,1.0,547155,2.0,1.065865082
484,18KI473338783SF7K6IP,4.0,1.0,2.0,1.0,547276,2.0,1.025507897
485,QA9Y471454341GB6ZJS4,6.0,3.0,2.0,1.0,547241,1.0,1.027943185
486,7JWK473357044Q5ZHZ89,3.0,6.0,2.0,1.0,547411,2.0,1.010546569
487,1315473376742XICTNKZ,6.0,2.0,2.0,1.0,547548,1.0,0.953192251
488,YAS4473375144AKYGHFJ,2.0,2.0,2.0,1.0,547565,2.0,1.187422965
489,8RZP473378979LD4EE1P,3.0,3.0,1.0,1.0,547568,1.0,1.001011891
490,ISI1473408867O70PSA0,2.0,2.0,1.0,1.0,547755,2.0,1.079072344
491,C7HE473417009H771ZYW,3.0,6.0,2.0,1.0,547801,2.0,1.010546569
492,JY11473413739J9UAVK6,5.0,1.0,2.0,1.0,547769,2.0,1.065865082
493,TR1M473431662PWYGUF4,1.0,2.0,2.0,0.0,547865,2.0,0.714481678
494,LJWZ473452899JO0XXAE,6.0,2.0,2.0,0.0,548006,1.0,0.716697755
495,JSI4473458616O4HE2YA,2.0,4.0,2.0,1.0,548044,1.0,1.442215147
496,ZX4E473455127OCIHQNU,2.0,4.0,2.0,1.0,548021,2.0,1.382941098
497,1VKC473484015H891TOC,3.0,2.0,2.0,1.0,548168,2.0,0.979442941
498,QHDZ473487289C4TOJEW,3.0,5.0,2.0,1.0,548189,2.0,0.921693537
499,CM7V473484882QHZ9XXY,3.0,5.0,2.0,1.0,548179,1.0,0.961198117
500,H6FS473500148WCL0H3X,2.0,3.0,2.0,1.0,548287,2.0,1.2805426640000002
501,GRV9473533402FKVSK53,5.0,2.0,2.0,1.0,548436,2.0,0.920353235
502,375J473562516FJ7NNM8,5.0,2.0,2.0,1.0,548608,1.0,0.959800369
503,QF2Y473570533C3G1UCA,4.0,3.0,2.0,1.0,548671,1.0,0.995878359
504,LL8K473564185MSBKQRG,2.0,5.0,2.0,0.0,548618,1.0,0.876182865
505,NOVN473574265TFFSKX6,6.0,3.0,2.0,1.0,548705,1.0,1.027943185
506,EJYC473587884IMI4YCP,4.0,2.0,2.0,1.0,548841,1.0,0.923459145
507,BCAA473597086XU4YGLL,3.0,3.0,2.0,0.0,548922,1.0,0.828227525
508,CQ53473585360H1Y7WOA,1.0,2.0,2.0,1.0,548876,2.0,0.950244917
509,52Z5473587744S5X39Z2,5.0,1.0,2.0,1.0,548850,1.0,1.111548978
510,DY15473605333EYPQMFU,3.0,4.0,2.0,0.0,549016,1.0,0.894456635
511,94SI473609215UA8NHJB,1.0,1.0,2.0,1.0,549039,1.0,1.147650409
512,P4TX473609523TFUOBV5,6.0,3.0,2.0,1.0,549043,1.0,1.027943185
513,DT4W473621463TSZC2MN,5.0,6.0,2.0,1.0,549149,1.0,0.990280218
514,KAEX473623883F3FLEZ5,1.0,5.0,2.0,0.0,549189,1.0,0.701172488
515,5FJU473626381VR1YNL3,4.0,5.0,2.0,1.0,549227,1.0,0.869010629
516,OH1A473628309MH3G62B,4.0,3.0,2.0,1.0,549242,1.0,0.995878359
517,OE9Z473637221E9EIVZI,2.0,1.0,2.0,0.0,549358,1.0,1.078288679
518,K6UT473638888N577KEW,6.0,1.0,2.0,1.0,549383,1.0,1.103896088
519,F086473637876SUPNFD7,2.0,3.0,1.0,0.0,549389,1.0,0.912475223
520,5VXV473642074SHUDY1V,3.0,5.0,2.0,1.0,549427,1.0,0.961198117
521,A05S473640314JTQA989,1.0,7.0,1.0,0.0,549412,1.0,0.6986180059999999
522,0EOC473642493GTJHF07,2.0,4.0,1.0,0.0,549434,1.0,0.985441191
523,AWOT473644972FPEKLWW,6.0,4.0,2.0,1.0,549496,1.0,1.110142533
524,90CR473644060QFM3ZOB,2.0,6.0,2.0,0.0,549490,1.0,0.960648581
525,PZSP473649368CUYC0CX,2.0,2.0,2.0,1.0,549626,1.0,1.238316937
526,S0AL473645296F0004A7,4.0,4.0,1.0,0.0,549726,1.0,0.7348802659999999
527,7OR3473652904J24OCWA,3.0,3.0,2.0,1.0,549768,1.0,1.101524391
528,28M5473663077WKLRD93,1.0,3.0,2.0,1.0,549887,1.0,1.068687016
529,AHZR473674926F1TY03L,4.0,3.0,2.0,1.0,550142,1.0,0.995878359
530,D7SD473668126A3HPEMW,5.0,3.0,2.0,1.0,550019,1.0,1.035069523
531,4AJN473681658DDI75AW,3.0,4.0,2.0,1.0,550262,1.0,1.189607652
532,2CG7473680077PR2IAQK,3.0,2.0,2.0,1.0,550243,1.0,1.02142271
533,FR5E473683857N116ORO,2.0,3.0,2.0,1.0,550295,1.0,1.335427827
534,G642473683098SLRW81B,1.0,3.0,2.0,1.0,550304,1.0,1.068687016
535,9NN1473689560RVDHPKW,6.0,2.0,2.0,1.0,550409,1.0,0.953192251
536,SRSM473691992JINJ7JX,3.0,4.0,2.0,0.0,550442,1.0,0.894456635
537,9CE0473701691KFJNL1D,2.0,3.0,2.0,1.0,550596,1.0,1.335427827
538,Q13F473686540A9OD6KF,5.0,7.0,2.0,0.0,550349,2.0,0.713982021
539,NQF2473711449JO0IHVQ,4.0,7.0,2.0,1.0,550746,1.0,0.952784927
540,SU09473712499PHOK2L1,1.0,3.0,2.0,0.0,550764,1.0,0.80353736
541,XDRA473721771JARELX1,6.0,4.0,2.0,1.0,550901,2.0,1.064516441
542,XCJM473737169TMNE1ZO,4.0,2.0,2.0,1.0,551136,1.0,0.923459145
543,PTZN473739025W7U84AD,3.0,2.0,2.0,1.0,551182,1.0,1.02142271
544,U5PZ473743669F0FID3Z,5.0,1.0,2.0,1.0,551256,1.0,1.111548978
545,CM7R473743564ZX6RN87,3.0,5.0,2.0,0.0,551253,1.0,0.7227173029999999
546,WSMQ473759118EKO53ZZ,3.0,5.0,2.0,0.0,551534,1.0,0.7227173029999999
547,984W473761002PAMQJ6Z,2.0,3.0,1.0,0.0,551579,1.0,0.912475223
548,FNCE473764167I60TWD0,2.0,3.0,1.0,0.0,551616,1.0,0.912475223
549,WHBW473770080CB08EB2,1.0,4.0,2.0,0.0,551742,1.0,0.867792125
550,68J6473773627L3XGUIJ,5.0,4.0,1.0,1.0,551813,1.0,1.015837568
551,SMGE473775388KC4BPNN,4.0,6.0,2.0,1.0,551843,1.0,0.952784927
552,34T7473778367MKMKLCI,3.0,3.0,2.0,0.0,551877,1.0,0.828227525
553,N57B473780917KRN42O9,2.0,1.0,2.0,1.0,551914,1.0,1.434100226
554,7NBB473785504S02OJ6U,3.0,3.0,2.0,1.0,552007,1.0,1.101524391
555,RQZA473788234V8TAPJ8,4.0,3.0,2.0,1.0,552052,1.0,0.995878359
556,ZBKG473785038S3KWD7Q,3.0,4.0,1.0,1.0,551994,1.0,1.081057682
557,RRJE473795344Z4E26H4,3.0,1.0,2.0,1.0,552164,1.0,1.18291408
558,I5J6473795597A6UUPVZ,3.0,6.0,2.0,1.0,552172,1.0,1.053859467
559,R38J473802009NCDZ7GF,3.0,3.0,2.0,1.0,552272,1.0,1.101524391
560,YBQI473801686YWWZ8WM,5.0,3.0,2.0,1.0,552266,1.0,1.035069523
561,NQC5473808294D54FGRH,3.0,2.0,1.0,1.0,552373,1.0,0.928219372
562,QI4Y473808509ATDL8W7,2.0,4.0,2.0,1.0,552374,1.0,1.442215147
563,MQNY472330282XNDGJ64,3.0,5.0,2.0,1.0,552416,1.0,0.961198117
564,I54B473814281VRK35FC,5.0,1.0,2.0,1.0,552463,2.0,1.065865082
565,UOVI473810413SIUI54D,3.0,4.0,2.0,1.0,552443,1.0,1.189607652
566,89TW473828519WLE33TR,3.0,5.0,1.0,1.0,552702,1.0,0.873490185
567,98QQ473833975LH8C2E2,5.0,1.0,2.0,1.0,552783,1.0,1.111548978
568,7K6Q473832611BEEE9OH,4.0,6.0,2.0,1.0,552811,1.0,0.952784927
569,0VSK473846916DCRZM7G,4.0,4.0,2.0,1.0,552974,2.0,1.031310779
570,SBT4473846579B5EW7VB,6.0,3.0,2.0,1.0,552975,1.0,1.027943185
571,97AM473847515PJ5I1ET,4.0,3.0,2.0,1.0,552994,1.0,0.995878359
572,TMUD473850829UQEQS3J,2.0,2.0,2.0,1.0,553048,1.0,1.238316937
573,2QAL473856406IXZTMP2,3.0,3.0,2.0,0.0,553161,1.0,0.828227525
574,MT1K473849634KGTUVZR,4.0,5.0,2.0,1.0,553213,1.0,0.869010629
575,858R473861628ZR9O2P6,3.0,6.0,2.0,1.0,553255,2.0,1.010546569
576,2SHV473864674OTBO1FD,2.0,2.0,1.0,0.0,553321,1.0,0.8461209959999999
577,BNO8473874103HN7JTFR,3.0,5.0,2.0,1.0,553471,1.0,0.961198117
578,HIFM473870517ESFCHI6,2.0,1.0,2.0,1.0,553420,1.0,1.434100226
579,ZLK7473879359DASQNO0,3.0,2.0,2.0,1.0,553529,2.0,0.979442941
580,AJBJ473895195K5EVWZ4,2.0,4.0,2.0,1.0,553686,2.0,1.382941098
581,N5JK473896341TCJE1E6,4.0,5.0,2.0,0.0,553702,1.0,0.653402256
582,661S473904294CVUPZ8Y,3.0,6.0,2.0,0.0,553768,1.0,0.792388643
583,W27F473905116NGMMPH3,6.0,3.0,2.0,1.0,553771,1.0,1.027943185
584,ZNIK473906778FY3QLC8,5.0,5.0,2.0,1.0,553796,1.0,0.90320912
585,TTJQ473925920S30FE6K,2.0,4.0,2.0,1.0,553919,1.0,1.442215147
586,PE86473951813R0NQ9UF,3.0,5.0,2.0,1.0,554076,1.0,0.961198117
587,9S8A473986714NXZEY5E,5.0,5.0,2.0,1.0,554245,1.0,0.90320912
588,YMS7474022056VBZSAVR,5.0,5.0,2.0,1.0,554529,1.0,0.90320912
589,BD4T474032495DB4T9XV,4.0,4.0,2.0,1.0,554623,1.0,1.075513648
590,DGET474036284HPJ60P7,6.0,3.0,2.0,1.0,554645,2.0,0.985695429
591,ZP6Y474026571IFASKV3,5.0,5.0,2.0,1.0,554576,2.0,0.8660878479999999
592,ETMI473998129GOA82YZ,2.0,5.0,2.0,0.0,554779,1.0,0.876182865
593,ZOO0474064828Y5XL2NW,6.0,5.0,2.0,1.0,554809,1.0,0.8969906259999999
594,V7ZS474072738DMBFF5F,6.0,2.0,2.0,1.0,554853,2.0,0.914016706
595,BMA5473968118LLZDMI6,2.0,3.0,1.0,1.0,554143,1.0,1.213571978
596,I0AM474172057A201CLI,5.0,1.0,2.0,1.0,555325,2.0,1.065865082
597,WBZN474203689KYRILSY,4.0,5.0,2.0,1.0,555442,2.0,0.833294891
598,JQ9P474208121O3ZEDAW,4.0,7.0,2.0,1.0,555456,2.0,0.913626123
599,KUG4471009861T03FPQP,4.0,5.0,2.0,0.0,536410,1.0,1.205126283
