PrimaryKey,Age,Disability,MaritalStatus,Race,Gender
1150,31,2,5,1,1
1151,4,2,5,1,1
1152,34,2,1,1,2
1153,19,2,5,1,1
1154,41,1,5,1,1
1155,27,2,5,1,1
1156,41,2,5,1,2
1157,27,2,3,2,2
1158,18,1,5,2,2
1159,19,2,5,8,2
1160,42,2,3,9,2
1161,42,2,1,1,1
1162,49,1,1,8,1
1163,1,2,5,1,2
1164,71,1,5,1,1
1165,62,1,3,1,2
1166,49,2,1,1,2
1167,15,2,5,1,1
1168,42,1,3,1,2
1169,34,2,1,2,2
1170,7,2,5,1,1
1171,33,2,5,1,2
1172,56,2,3,1,2
1173,10,2,5,3,1
1174,75,1,4,1,2
1175,27,2,5,1,2
1176,59,2,1,1,1
1177,72,2,2,1,2
1178,14,2,5,1,2
1179,39,2,1,1,2
1180,55,2,1,1,2
1181,48,2,1,9,1
1182,1,2,5,2,2
1183,11,2,5,1,1
1184,59,1,1,1,1
1185,41,2,1,2,1
1186,21,2,5,8,2
1187,59,2,1,1,1
1188,49,2,1,2,2
1189,7,2,5,1,2
1190,29,2,1,9,2
1191,28,2,1,1,1
1192,54,2,1,1,1
1193,10,2,5,1,2
1194,23,1,5,1,1
1195,30,2,5,1,1
1196,56,2,3,1,1
1197,50,2,1,1,2
1198,86,2,1,1,2
1199,1,2,5,1,1
1200,65,1,1,1,2
1201,58,2,1,2,2
1202,10,2,5,1,2
1203,13,2,5,1,1
1204,54,2,1,2,1
1205,10,2,5,1,2
1206,48,2,1,1,2
1207,81,2,1,1,1
1208,50,1,5,1,2
1209,7,2,5,1,2
1210,36,2,1,1,1
1211,51,2,1,1,2
1212,62,2,2,1,2
1213,52,1,2,9,1
1214,63,2,1,1,1
1215,63,2,3,1,2
1216,16,2,5,1,2
1217,17,2,5,1,2
1218,26,2,5,1,1
1219,80,2,3,1,1
1220,45,2,3,1,2
1221,53,2,3,1,2
1222,18,1,5,1,2
1223,9,2,5,1,2
1224,54,2,1,1,1
1225,45,1,1,1,2
1226,62,2,1,1,1
1227,72,2,1,1,2
1228,22,2,5,1,2
1229,60,2,1,6,2
1230,12,1,5,1,2
1231,40,2,3,2,1
1232,52,2,1,1,1
1233,45,2,1,2,2
1234,59,2,1,1,2
1235,6,2,5,1,1
1236,16,2,5,1,1
1237,33,2,1,1,2
1238,9,2,5,1,2
1239,23,2,5,1,2
1240,81,2,2,1,1
1241,63,2,1,1,1
1242,78,1,1,1,1
1243,24,1,5,1,2
1244,38,2,1,1,2
1245,33,2,5,1,1
1246,22,2,5,1,2
1247,11,1,5,1,1
1248,92,1,2,1,1
1249,25,2,5,1,2
1250,30,1,1,8,1
1251,24,2,5,1,1
1252,65,1,5,1,1
1253,69,2,1,1,2
1254,57,2,1,1,1
1255,89,1,1,1,1
1256,93,1,2,1,1
1257,31,2,1,1,2
1258,56,1,1,2,1
1259,16,2,5,1,2
1260,34,2,1,1,2
1261,63,2,3,1,2
1262,1,2,5,1,2
1263,39,2,1,9,1
1264,66,2,1,1,1
1265,8,2,5,1,1
1266,44,2,1,1,1
1267,51,2,5,1,1
1268,17,2,5,6,2
1269,5,2,5,2,1
1270,15,2,5,2,1
1271,57,2,1,1,2
1272,37,2,1,1,1
1273,73,2,2,2,2
1274,42,2,1,1,2
1275,27,1,5,1,1
1276,0,2,5,1,2
1277,47,2,1,1,1
1278,10,2,5,1,1
1279,32,2,1,1,2
1280,4,2,5,1,1
1281,34,2,1,1,2
1282,5,2,5,1,2
1283,21,2,1,1,2
1284,58,2,1,9,2
1285,55,2,5,2,2
1286,2,2,5,1,2
1287,14,2,5,1,1
1288,51,2,5,1,1
1289,2,2,5,1,1
1290,32,2,1,2,1
1291,11,2,5,1,1
1292,49,2,1,1,1
1293,66,2,3,1,1
1294,22,2,5,1,1
1295,38,2,1,1,1
1296,6,2,5,6,1
1297,57,2,1,1,1
1298,22,2,5,1,1
1299,20,2,5,1,2
1300,15,2,5,1,1
1301,31,2,1,1,1
1302,42,2,1,1,1
1303,61,1,1,2,1
1304,52,2,1,1,1
1305,77,2,1,6,2
1306,22,2,5,1,2
1307,3,2,5,1,2
1308,53,2,1,1,1
1309,41,2,3,6,2
1310,16,2,5,1,2
1311,55,2,1,1,2
1312,56,2,1,1,2
1313,61,2,1,1,2
1314,50,2,1,1,1
1315,20,2,5,8,1
1316,6,2,5,1,1
1317,1,2,5,1,2
1318,24,2,5,1,2
1319,72,2,2,1,2
1320,41,1,5,1,2
1321,52,2,1,1,1
1322,0,2,5,1,1
1323,59,2,2,1,2
1324,30,2,5,9,1
1325,38,2,1,1,2
1326,50,1,5,1,2
1327,12,2,5,1,2
1328,52,2,1,1,1
1329,50,2,1,1,2
1330,39,1,3,1,2
1331,3,2,5,1,1
1332,41,2,3,1,1
1333,59,2,1,1,1
1334,52,2,1,1,1
1335,9,2,5,1,2
1336,40,2,1,1,2
1337,44,2,1,1,2
1338,13,2,5,8,2
1339,12,1,5,1,2
1340,60,2,1,1,2
1341,2,2,5,1,1
1342,6,2,5,1,1
1343,15,2,5,1,1
1344,7,2,5,9,2
1345,19,2,5,1,1
1346,6,2,5,1,2
1347,47,2,1,2,2
1348,2,2,5,2,2
1349,9,2,5,1,2
1350,60,2,1,1,2
1351,6,2,5,1,1
1352,49,1,3,1,2
1353,56,2,1,1,1
1354,61,1,3,1,1
1355,60,2,2,2,2
1356,18,2,5,1,2
1357,11,1,5,9,1
1358,53,2,3,8,1
1359,13,2,5,1,1
1360,65,1,1,8,2
1361,21,2,5,1,1
1362,74,1,1,3,1
1363,28,2,1,1,2
1364,69,2,5,1,1
1365,60,2,1,1,1
1366,71,2,1,1,1
1367,55,2,1,2,2
1368,78,2,1,1,1
1369,12,2,5,1,1
1370,54,2,1,1,2
1371,11,2,5,2,2
1372,23,2,5,1,1
1373,32,2,1,1,1
1374,19,2,5,1,1
1375,47,2,1,1,1
1376,38,2,1,1,1
1377,4,2,5,1,1
1378,60,2,1,1,2
1379,35,2,5,1,2
1380,18,2,5,9,2
1381,31,2,5,1,2
1382,20,2,5,2,1
1383,9,1,5,9,2
1384,3,2,5,9,2
1385,69,2,5,2,2
1386,14,1,5,1,2
1387,76,2,1,1,1
1388,46,2,4,1,2
1389,53,2,1,1,1
1390,20,2,5,6,1
1391,39,2,4,1,2
1392,89,1,2,1,1
1393,14,2,5,1,1
1394,13,2,5,1,2
1395,23,2,5,1,2
1396,51,2,1,2,2
1397,48,2,1,1,2
1398,17,2,5,2,1
1399,16,2,5,1,2
1400,38,2,1,6,2
1401,62,2,3,1,2
1402,5,1,5,3,1
1403,38,2,1,1,2
1404,28,2,5,1,1
1405,52,2,1,1,1
1406,68,2,2,2,1
1407,61,2,1,1,1
1408,37,2,5,2,2
1409,2,2,5,1,2
1410,9,2,5,2,2
1411,78,2,1,6,2
1412,36,2,3,1,2
1413,48,2,1,1,2
1414,55,1,3,1,1
1415,9,2,5,2,1
1416,64,2,1,1,2
1417,34,2,5,1,1
1418,0,2,5,2,2
1419,42,2,1,2,1
1420,72,2,5,2,2
1421,48,2,1,1,1
1422,27,2,1,1,2
1423,42,2,1,1,1
1424,15,2,5,1,2
1425,24,2,5,2,2
1426,48,2,1,1,1
1427,67,2,1,1,1
1428,4,2,5,1,2
1429,3,2,5,1,1
1430,27,2,5,2,1
1431,53,2,3,1,2
1432,70,2,1,1,1
1433,54,2,3,1,2
1434,41,2,5,1,2
1435,23,2,5,1,2
1436,46,1,1,1,1
1437,93,1,2,1,2
1438,19,2,5,2,2
1439,68,2,1,1,1
1440,58,2,1,8,1
1441,21,2,5,2,1
1442,18,2,5,1,2
1443,51,2,3,1,2
1444,60,2,1,1,2
1445,72,2,5,1,1
1446,3,2,5,1,2
1447,3,2,5,2,2
1448,65,2,1,1,2
1449,5,2,5,1,1
1450,11,2,5,1,2
1451,7,2,5,1,2
1452,13,2,5,9,2
1453,38,2,1,1,1
1454,24,2,1,1,1
1455,3,2,5,1,2
1456,79,2,2,1,1
1457,9,2,5,2,2
1458,1,2,5,1,2
1459,55,2,1,1,1
1460,24,2,3,1,1
1461,66,1,1,1,1
1462,12,2,5,1,2
1463,35,2,1,1,2
1464,44,2,3,2,1
1465,22,2,5,1,2
1466,48,1,3,1,2
1467,44,2,5,1,1
1468,4,2,5,2,2
1469,45,2,1,1,1
1470,16,2,5,2,2
1471,66,2,1,1,1
1472,40,2,1,1,2
1473,21,2,5,1,1
1474,13,2,5,1,2
1475,44,2,5,1,2
1476,5,2,5,1,2
1477,49,2,1,1,1
1478,29,2,5,1,1
1479,53,2,1,1,1
1480,52,2,1,1,2
1481,40,2,3,1,1
1482,25,2,5,2,2
1483,32,2,5,1,2
1484,0,2,5,1,1
1485,21,2,5,1,1
1486,7,2,5,1,1
1487,31,2,5,1,1
1488,47,2,1,1,1
1489,72,1,1,1,1
1490,1,2,5,9,1
1491,5,2,5,1,1
1492,18,2,5,1,2
1493,39,1,1,1,1
1494,65,2,1,1,2
1495,23,2,5,1,2
1496,90,1,2,1,2
1497,11,2,5,1,1
1498,51,2,1,1,1
1499,51,2,1,1,2
1500,4,2,5,1,2
1501,68,2,3,1,1
1502,82,2,2,1,2
1503,22,2,5,6,1
1504,24,2,5,1,1
1505,2,2,5,1,1
1506,55,1,5,1,2
1507,44,2,1,1,2
1508,32,2,1,1,2
1509,63,2,1,1,2
1510,84,1,3,1,2
1511,51,1,1,1,1
1512,0,2,5,1,1
1513,19,2,5,1,2
1514,64,1,3,1,1
1515,59,2,3,1,2
1516,22,2,5,1,1
1517,25,2,5,1,1
1518,78,1,1,1,1
1519,27,2,4,8,1
1520,34,2,1,1,2
1521,40,2,1,1,1
1522,8,2,5,1,2
1523,41,2,1,1,1
1524,58,2,1,1,1
1525,57,2,5,1,1
1526,52,1,3,1,1
1527,44,2,1,1,1
1528,44,2,4,1,1
1529,31,2,3,1,1
1530,31,2,1,1,2
1531,12,2,5,2,1
1532,74,1,1,1,2
1533,45,2,3,2,1
1534,45,2,1,1,1
1535,61,2,1,1,1
1536,55,2,1,1,2
1537,30,2,5,2,2
1538,16,2,5,2,1
1539,75,2,1,1,1
1540,19,2,5,1,1
1541,62,1,1,1,1
1542,51,2,1,1,2
1543,48,2,1,2,1
1544,69,2,1,6,1
1545,43,2,2,2,2
1546,50,2,1,1,2
1547,3,2,5,1,1
1548,60,2,3,1,2
1549,23,2,5,1,1
1550,92,1,2,1,2
1551,20,2,5,3,1
1552,14,2,5,1,1
1553,43,2,1,1,2
1554,12,2,5,9,2
1555,19,1,5,9,1
1556,62,1,1,1,1
1557,44,2,1,1,1
1558,69,1,5,1,1
1559,56,2,1,1,2
1560,58,2,3,1,1
1561,51,1,3,1,2
1562,76,2,1,1,1
1563,40,1,5,6,1
1564,22,2,5,1,1
1565,56,2,5,2,1
1566,47,2,4,1,2
1567,7,2,5,1,2
1568,8,2,5,1,1
1569,35,2,5,2,1
1570,88,1,2,6,2
1571,35,2,2,2,1
1572,46,2,3,2,1
1573,4,2,5,1,1
1574,73,2,3,1,2
1575,9,2,5,1,1
1576,29,2,5,1,2
1577,68,2,1,1,1
1578,10,2,5,1,1
1579,34,2,1,1,2
1580,65,2,1,1,1
1581,12,2,5,8,2
1582,54,2,5,1,1
1583,50,2,1,8,1
1584,32,2,5,1,1
1585,57,2,1,1,2
1586,2,2,5,1,1
1587,21,2,5,1,2
1588,19,2,5,1,2
1589,32,1,1,9,1
1590,11,2,5,1,1
1591,7,2,5,1,1
1592,51,2,1,1,2
1593,7,2,5,8,2
1594,38,2,4,1,2
1595,59,2,2,1,2
1596,20,2,5,2,2
1597,48,2,5,1,2
1598,19,2,5,1,1
1599,79,1,1,1,1
1600,0,2,5,1,2
1601,55,2,3,1,1
1602,3,2,5,1,1
1603,25,2,3,1,2
1604,30,1,5,1,1
1605,31,2,1,1,2
1606,45,2,1,7,2
1607,43,2,1,1,2
1608,16,2,5,1,1
1609,50,2,5,1,1
1610,31,2,5,1,1
1611,46,2,3,1,2
1612,62,2,1,1,1
1613,25,2,1,1,1
1614,24,2,5,1,1
1615,3,2,5,1,1
1616,16,2,5,1,2
1617,6,2,5,1,1
1618,68,2,1,1,1
1619,32,2,1,8,2
1620,8,1,5,1,2
1621,62,2,5,1,1
1622,10,2,5,1,1
1623,68,2,1,2,1
1624,17,2,5,1,2
1625,37,1,5,1,2
1626,73,1,2,1,1
1627,19,2,5,8,1
1628,20,2,5,1,1
1629,24,2,5,1,2
1630,8,2,5,2,1
1631,33,2,5,9,1
1632,60,2,1,1,2
1633,14,2,5,1,2
1634,81,2,1,2,2
1635,62,2,1,1,1
1636,62,1,1,1,1
1637,15,1,5,1,2
1638,9,2,5,1,1
1639,51,2,1,1,2
1640,49,2,3,1,2
1641,81,2,1,1,1
1642,44,2,1,6,1
1643,62,2,1,6,2
1644,58,2,1,1,1
1645,47,2,1,1,2
1646,50,1,1,1,2
1647,38,2,1,1,1
1648,43,2,3,1,2
1649,12,1,5,1,1
1650,29,2,1,8,2
1651,62,2,1,2,1
1652,88,1,2,1,1
1653,4,2,5,1,2
1654,33,2,1,6,1
1655,48,2,3,1,2
1656,29,2,5,2,1
1657,12,2,5,1,2
1658,20,2,5,1,2
1659,47,2,4,1,2
1660,9,2,5,1,2
1661,17,2,5,1,1
1662,75,1,5,1,2
1663,0,2,5,1,1
1664,50,2,4,1,2
1665,3,2,5,1,1
1666,56,2,1,2,1
1667,62,2,3,1,1
1668,57,1,1,1,2
1669,77,2,1,6,1
1670,10,2,5,1,2
1671,36,2,5,1,1
1672,44,2,1,1,2
1673,24,2,1,1,2
1674,27,2,5,1,1
1675,47,2,1,1,1
1676,57,2,1,1,2
1677,49,2,1,1,2
1678,8,2,5,2,1
1679,54,2,1,1,1
1680,40,1,5,2,2
1681,3,2,5,8,2
1682,42,2,1,8,1
1683,16,2,5,1,2
1684,25,2,5,6,1
1685,23,2,5,1,1
1686,68,2,1,1,1
1687,16,1,5,1,2
1688,41,2,3,1,1
1689,42,2,5,8,1
1690,53,2,1,1,2
1691,1,2,5,6,2
1692,10,2,5,9,2
1693,36,2,1,2,1
1694,64,1,3,8,1
1695,65,2,3,1,1
1696,64,2,1,1,2
1697,12,1,5,1,1
1698,78,2,3,1,1
1699,31,2,1,1,2
1700,23,2,5,1,1
1701,51,2,1,1,2
1702,43,2,1,1,1
1703,51,2,1,1,1
1704,23,2,5,1,2
1705,57,2,1,1,2
1706,20,2,5,1,1
1707,61,1,2,1,1
1708,41,2,5,3,1
1709,45,2,1,1,1
1710,5,2,5,1,1
1711,66,1,2,1,2
1712,26,2,5,2,2
1713,66,2,1,1,1
1714,15,2,5,6,2
1715,23,2,5,1,2
1716,62,2,1,1,1
1717,14,2,5,1,2
1718,55,2,1,1,1
1719,61,2,1,1,1
1720,0,2,5,1,1
1721,3,2,5,9,1
1722,4,2,5,1,2
1723,13,2,5,1,1
1724,78,1,2,1,1
1725,1,2,5,2,2
1726,66,1,1,1,1
1727,16,2,5,1,1
1728,27,2,1,1,2
1729,30,2,5,9,2
1730,59,2,1,1,2
1731,16,1,5,1,2
1732,16,2,5,2,2
1733,36,2,5,1,1
1734,54,2,1,1,1
1735,49,2,1,1,1
1736,82,2,1,2,1
1737,66,2,3,1,1
1738,41,2,1,1,1
1739,52,1,1,1,1
1740,52,1,5,2,2
1741,71,2,1,1,1
1742,54,2,1,2,2
1743,41,1,3,1,1
1744,9,2,5,1,1
1745,16,2,5,1,2
1746,37,2,1,1,2
1747,47,2,1,1,1
1748,49,2,3,1,1
1749,57,2,4,1,2
1750,8,1,5,1,1
1751,58,1,1,1,2
1752,40,2,1,1,2
1753,38,2,1,1,1
1754,65,2,1,1,2
1755,19,2,5,1,2
1756,40,2,1,1,1
1757,27,2,1,1,2
1758,3,2,5,1,2
1759,27,2,5,1,1
1760,16,2,5,1,1
1761,23,1,5,2,2
1762,54,2,1,1,2
1763,54,2,1,1,2
1764,26,2,5,1,2
1765,61,1,3,1,2
1766,60,2,1,1,2
1767,2,2,5,1,1
1768,12,2,5,1,1
1769,33,2,1,1,2
1770,40,2,3,1,1
1771,8,2,5,8,2
1772,75,1,5,1,2
1773,80,2,1,1,1
1774,21,2,5,1,1
1775,82,2,2,1,2
1776,62,2,1,1,2
1777,2,2,5,1,2
1778,22,2,5,1,1
1779,49,2,1,9,2
1780,7,1,5,1,1
1781,38,2,1,1,1
1782,25,2,5,2,2
1783,32,2,1,1,2
1784,40,2,1,1,2
1785,32,2,5,7,2
1786,47,2,4,1,2
1787,19,2,5,8,1
1788,73,1,3,6,2
1789,1,2,5,1,2
1790,18,2,5,1,2
1791,47,1,3,1,2
1792,65,2,3,1,2
1793,65,2,5,1,2
1794,33,2,1,6,2
1795,60,2,4,1,1
1796,76,2,2,1,2
1797,48,2,1,1,2
1798,30,2,1,1,2
1799,56,2,1,1,2
1800,67,1,3,1,2
1801,60,2,3,6,2
1802,46,2,1,1,1
1803,77,2,3,1,2
1804,84,2,1,1,2
1805,24,2,5,1,2
1806,63,2,1,1,2
1807,10,2,5,8,1
1808,70,1,1,1,1
1809,18,2,5,1,1
1810,71,1,1,1,2
1811,65,2,2,2,2
1812,27,2,1,1,2
1813,18,2,5,1,1
1814,71,2,1,1,1
1815,45,2,1,1,1
1816,15,2,5,1,1
1817,1,2,5,1,1
1818,48,2,3,1,2
1819,32,1,5,1,1
1820,24,2,5,1,1
1821,2,2,5,1,2
1822,46,2,1,1,1
1823,38,2,1,1,1
1824,68,1,4,1,1
1825,64,2,1,1,2
1826,72,1,1,2,1
1827,63,2,1,2,1
1828,51,1,1,1,2
1829,55,2,1,1,1
1830,83,2,2,1,1
1831,67,2,1,1,1
1832,64,2,1,1,1
1833,66,2,1,2,1
1834,53,2,1,1,2
1835,17,2,5,1,2
1836,46,2,1,1,2
1837,3,2,5,1,1
1838,72,1,1,1,1
1839,66,2,3,1,2
1840,53,2,1,2,1
1841,87,2,3,1,2
1842,21,2,5,1,1
1843,21,2,5,1,2
1844,78,2,2,1,2
1845,18,2,5,8,1
1846,67,1,2,1,2
1847,20,2,5,1,1
1848,53,2,1,2,1
1849,42,2,5,1,1
1850,48,2,3,1,2
1851,34,2,5,1,1
1852,67,2,1,1,1
1853,34,2,1,1,2
1854,69,2,1,2,1
1855,27,2,1,1,2
1856,93,1,2,1,2
1857,34,2,1,1,1
1858,67,2,1,1,1
1859,16,2,5,1,1
1860,48,2,1,1,2
1861,51,2,3,1,2
1862,40,2,3,1,2
1863,8,2,5,1,1
1864,75,2,3,1,1
1865,25,2,5,8,2
1866,50,2,1,1,2
1867,64,1,1,1,1
1868,45,2,1,2,1
1869,53,2,3,1,2
1870,81,2,2,1,2
1871,49,2,1,1,2
1872,29,2,1,1,1
1873,57,1,3,1,1
1874,41,2,1,1,1
1875,78,1,1,1,1
1876,50,2,1,1,1
1877,49,2,2,2,2
1878,51,2,3,1,1
1879,60,2,1,1,2
1880,44,2,1,1,2
1881,33,2,3,1,1
1882,60,2,1,1,2
1883,66,2,2,1,2
1884,23,2,5,1,1
1885,4,2,5,1,1
1886,65,2,1,1,1
1887,19,2,5,6,1
1888,0,2,5,1,2
1889,79,2,1,1,1
1890,21,2,5,1,1
1891,30,2,5,1,1
1892,66,1,1,1,1
1893,60,2,3,1,1
1894,1,2,5,2,2
1895,1,2,5,1,1
1896,19,2,5,1,2
1897,51,2,1,1,2
1898,7,2,5,1,1
1899,30,2,3,8,2
1900,1,2,5,2,2
1901,77,2,1,6,2
1902,4,2,5,1,1
1903,75,1,2,1,2
1904,46,2,1,1,2
1905,28,2,5,2,1
1906,56,2,1,1,1
1907,42,2,5,1,2
1908,64,2,5,1,2
1909,37,2,1,1,1
1910,68,2,3,1,2
1911,43,1,3,1,2
1912,17,2,5,1,2
1913,42,2,1,1,2
1914,15,2,5,1,1
1915,60,2,1,1,2
1916,32,2,1,1,2
1917,25,2,5,2,2
1918,59,2,1,2,1
1919,29,2,3,1,2
1920,27,1,5,8,1
1921,76,2,1,1,1
1922,34,2,5,2,1
1923,22,2,5,1,2
1924,13,1,5,1,1
1925,20,2,5,1,2
1926,52,2,3,1,1
1927,54,2,3,1,1
1928,24,2,5,1,1
1929,70,2,1,1,2
1930,46,2,1,1,1
1931,50,2,1,1,1
1932,61,2,1,6,2
1933,50,2,1,1,2
1934,31,2,1,1,1
1935,76,2,1,1,2
1936,83,2,2,1,1
1937,31,2,1,1,1
1938,70,1,2,1,2
1939,3,2,5,1,2
1940,44,2,1,1,1
1941,67,2,3,2,1
1942,20,2,5,1,1
1943,32,2,1,9,1
1944,40,2,3,1,1
1945,22,2,5,8,1
1946,56,2,1,1,2
1947,22,2,5,1,1
1948,53,2,5,1,1
1949,93,2,2,1,2
1950,51,1,5,1,2
1951,32,2,1,1,2
1952,14,2,5,1,1
1953,64,2,1,2,1
1954,65,2,1,1,2
1955,47,2,3,1,2
1956,54,2,1,1,1
1957,21,2,1,1,2
1958,66,2,1,1,2
1959,1,2,5,9,1
1960,74,2,1,1,2
1961,37,2,1,1,2
1962,39,2,1,1,2
1963,29,2,1,1,2
1964,1,2,5,1,1
1965,50,2,1,9,1
1966,10,2,5,1,1
1967,8,2,5,1,2
1968,12,2,5,8,1
1969,54,2,1,1,1
1970,14,2,5,1,2
1971,20,2,5,2,1
1972,14,2,5,1,2
1973,25,2,5,1,1
1974,93,2,2,1,1
1975,42,2,5,1,1
1976,3,2,5,1,2
1977,66,2,1,1,2
1978,86,2,1,1,1
1979,42,2,1,1,2
1980,2,2,5,1,2
1981,11,1,5,1,2
1982,51,2,1,6,2
1983,24,2,5,1,1
1984,10,2,5,5,1
1985,45,2,1,1,1
1986,35,2,5,8,2
1987,67,2,3,1,2
1988,38,2,1,2,2
1989,58,2,1,1,2
1990,26,2,5,1,1
1991,49,2,3,1,2
1992,57,1,3,1,1
1993,52,2,5,1,1
1994,13,2,5,1,1
1995,62,1,1,9,2
1996,64,1,1,1,1
1997,26,2,1,1,2
1998,94,1,5,1,2
1999,40,2,1,2,1
2000,28,2,1,1,1
2001,2,2,5,1,1
2002,18,1,5,8,1
2003,34,2,5,1,2
2004,14,2,5,1,1
2005,58,2,1,2,2
2006,10,2,5,1,1
2007,62,1,1,1,2
2008,37,2,1,8,1
2009,54,2,1,1,2
2010,7,2,5,1,1
2011,44,2,1,6,2
2012,21,2,5,1,1
2013,53,2,3,1,1
2014,76,2,1,1,2
2015,24,2,1,1,1
2016,39,2,1,1,2
2017,46,2,3,1,1
2018,47,2,1,2,2
2019,23,2,5,1,1
2020,43,2,1,1,1
2021,17,2,5,1,1
2022,71,2,1,1,2
2023,12,2,5,6,2
2024,45,2,1,7,1
2025,1,2,5,8,2
2026,1,2,5,1,2
2027,69,2,1,1,2
2028,27,2,5,6,1
2029,62,2,1,1,1
2030,28,2,5,1,1
2031,19,2,5,1,1
2032,0,2,5,1,1
2033,48,2,1,1,1
2034,15,2,5,6,1
2035,7,2,5,1,1
2036,26,2,3,1,2
2037,41,2,1,1,1
2038,17,2,5,1,2
2039,9,2,5,9,1
2040,42,2,1,2,2
2041,57,2,3,1,2
2042,69,2,1,1,2
2043,37,2,3,1,2
2044,54,2,1,1,1
2045,54,2,5,1,2
2046,18,2,5,1,2
2047,28,1,1,5,2
2048,73,2,2,1,2
2049,36,2,1,1,1
2050,40,2,3,2,1
2051,48,2,1,1,2
2052,87,1,2,1,2
2053,58,2,3,1,1
2054,13,2,5,2,1
2055,11,2,5,9,2
2056,57,2,1,1,2
2057,8,2,5,1,1
2058,43,2,1,1,2
2059,19,2,5,1,1
2060,67,2,3,1,2
2061,53,1,1,1,1
2062,13,2,5,1,1
2063,59,2,2,1,1
2064,45,2,1,1,1
2065,30,2,1,8,1
2066,16,2,5,1,2
2067,18,2,5,1,1
2068,91,2,1,2,2
2069,63,1,1,1,1
2070,48,2,3,2,2
2071,18,2,5,1,2
2072,36,1,5,1,2
2073,16,2,5,1,1
2074,58,2,1,1,1
2075,44,2,1,8,1
2076,29,2,4,1,2
2077,48,2,1,1,2
2078,40,2,1,6,1
2079,15,2,5,1,1
2080,19,2,5,1,1
2081,30,2,5,1,1
2082,34,2,1,1,1
2083,36,2,1,1,2
2084,57,2,1,1,1
2085,52,2,3,1,1
2086,7,2,5,1,1
2087,5,2,5,1,2
2088,36,2,1,1,2
2089,68,2,1,6,1
2090,8,2,5,2,1
2091,67,2,1,1,2
2092,0,2,5,1,2
2093,58,1,1,1,2
2094,12,2,5,2,2
2095,73,1,1,1,1
2096,60,2,1,1,1
2097,64,2,3,1,1
2098,1,2,5,8,1
2099,5,2,5,1,1
2100,7,2,5,2,1
2101,57,2,2,6,2
2102,23,2,5,2,1
2103,33,2,1,1,1
2104,17,2,5,1,1
2105,0,2,5,6,2
2106,19,2,5,1,1
2107,34,2,1,1,1
2108,41,2,1,1,2
2109,27,2,1,1,2
2110,6,2,5,1,2
2111,37,2,3,9,1
2112,2,2,5,1,1
2113,32,2,5,2,2
2114,55,2,3,1,1
2115,10,2,5,8,1
2116,48,2,5,1,2
2117,39,2,4,1,2
2118,64,2,1,1,1
2119,18,2,5,1,1
2120,67,2,2,1,2
2121,59,2,1,1,2
2122,76,1,5,1,1
2123,36,2,1,1,1
2124,84,1,1,1,2
2125,85,1,2,1,2
2126,50,2,1,1,1
2127,7,2,5,1,1
2128,62,2,1,1,2
2129,3,2,5,1,2
2130,61,2,1,3,1
2131,61,2,1,2,1
2132,1,2,5,2,1
2133,68,2,5,2,2
2134,20,2,5,1,2
2135,1,2,5,1,1
2136,3,2,5,1,1
2137,41,2,1,1,1
2138,68,1,1,1,1
2139,61,2,1,1,2
2140,10,2,5,1,2
2141,40,2,1,1,2
2142,2,2,5,1,2
2143,54,2,1,1,2
2144,40,2,1,1,2
2145,51,2,1,1,1
2146,46,2,3,1,1
2147,53,1,1,1,1
2148,52,2,1,1,1
2149,13,2,5,1,1
2150,14,2,5,1,2
2151,32,2,1,1,1
2152,64,2,1,1,1
2153,37,1,1,1,2
2154,74,1,1,1,1
2155,53,2,1,1,1
2156,18,2,5,1,2
2157,78,2,3,2,2
2158,81,2,1,1,2
2159,17,2,5,1,1
2160,39,2,5,1,1
2161,55,1,3,1,1
2162,8,2,5,1,1
2163,54,2,2,1,2
2164,1,2,5,2,2
2165,70,2,1,1,2
2166,38,2,5,2,1
2167,43,2,1,1,1
2168,30,2,1,1,1
2169,66,2,1,1,2
2170,21,2,5,1,2
2171,35,1,5,1,1
2172,36,2,1,1,1
2173,27,2,5,1,2
2174,39,2,1,1,2
2175,14,2,5,1,1
2176,25,2,5,8,1
2177,15,2,5,1,1
2178,59,2,1,1,2
2179,40,2,1,1,1
2180,2,2,5,9,1
2181,6,2,5,8,1
2182,1,2,5,1,2
2183,4,2,5,1,1
2184,64,1,1,1,1
2185,50,2,3,1,2
2186,70,2,1,1,1
2187,18,2,5,1,2
2188,41,2,1,1,2
2189,53,2,1,1,1
2190,43,2,5,1,2
2191,3,2,5,1,1
2192,40,2,5,1,2
2193,8,2,5,1,1
2194,0,2,5,1,1
2195,56,2,3,1,1
2196,35,2,1,1,1
2197,30,2,4,1,2
2198,63,2,1,1,2
2199,14,2,5,1,1
2200,50,2,1,1,1
2201,54,2,1,8,1
2202,42,2,1,1,2
2203,46,1,1,1,1
2204,6,2,5,1,1
2205,65,2,5,1,1
2206,20,2,5,1,1
2207,71,2,1,1,2
2208,34,2,5,1,2
2209,62,2,3,2,2
2210,51,2,3,1,1
2211,7,2,5,8,2
2212,73,1,2,2,1
2213,43,2,1,1,1
2214,27,2,5,1,1
2215,46,2,1,1,1
2216,38,2,1,1,2
2217,49,2,1,1,1
2218,29,1,3,1,2
2219,58,1,1,2,2
2220,84,2,1,6,2
2221,34,2,1,8,1
2222,1,2,5,1,1
2223,69,2,1,1,1
